id	title	description	link	image_link	additional_image_link	availability	price	brand	condition	gtin	mpn	item_group_id	color	size	material	shipping_label
M11402002VS	Housse de couette en twill Tencel™ - Beige	Plongez dans une literie qui respire avec vous. Notre housse de couette en sergé Tencel™ de couleur beige apporte une élégance douce et mate à votre chambre à coucher : un luxe discret, sans brillance.	https://www.maisondecocon.com/fr/products/tencel-twill-duvet-cover-beige?variant_sku=M11402002VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-01.jpg?v=1785853222	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-01.png?v=1785853147,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-02.jpg?v=1785853161,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-03.jpg?v=1785853192,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-04.jpg?v=1785853203,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-05.png?v=1785853214,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-02.jpg?v=1785853232,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-01.jpg?v=1785853262,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-02.jpg?v=1785853294	in_stock	129.95 EUR	Coco & Cici	new	8721184403808	M11402002VS	tencel-twill-duvet-cover-beige		Pre-order: 140x200 + 1 pillowcase 60x70 (available October 5)	100% Tencel™ Lyocell, Twill weave	std_10
M12402202VS	Housse de couette en twill Tencel™ - Beige	Plongez dans une literie qui respire avec vous. Notre housse de couette en sergé Tencel™ de couleur beige apporte une élégance douce et mate à votre chambre à coucher : un luxe discret, sans brillance.	https://www.maisondecocon.com/fr/products/tencel-twill-duvet-cover-beige?variant_sku=M12402202VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-01.jpg?v=1785853222	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-01.png?v=1785853147,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-02.jpg?v=1785853161,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-03.jpg?v=1785853192,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-04.jpg?v=1785853203,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-05.png?v=1785853214,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-02.jpg?v=1785853232,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-01.jpg?v=1785853262,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-02.jpg?v=1785853294	in_stock	219.95 EUR	Coco & Cici	new	8721184403839	M12402202VS	tencel-twill-duvet-cover-beige		Pre-order: 240x220 + 2 pillowcases 60x70 (available October 5)	100% Tencel™ Lyocell, Twill weave	std_10
M12002202VS	Housse de couette en twill Tencel™ - Beige	Plongez dans une literie qui respire avec vous. Notre housse de couette en sergé Tencel™ de couleur beige apporte une élégance douce et mate à votre chambre à coucher : un luxe discret, sans brillance.	https://www.maisondecocon.com/fr/products/tencel-twill-duvet-cover-beige?variant_sku=M12002202VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-01.jpg?v=1785853222	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-01.png?v=1785853147,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-02.jpg?v=1785853161,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-03.jpg?v=1785853192,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-04.jpg?v=1785853203,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-05.png?v=1785853214,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-02.jpg?v=1785853232,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-01.jpg?v=1785853262,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-02.jpg?v=1785853294	in_stock	189.95 EUR	Coco & Cici	new	8721184401644	M12002202VS	tencel-twill-duvet-cover-beige		Pre-order: 200x220 + 2 pillowcases 60x70 (available October 5)	100% Tencel™ Lyocell, Twill weave	std_10
M11402202VS	Housse de couette en twill Tencel™ - Beige	Plongez dans une literie qui respire avec vous. Notre housse de couette en sergé Tencel™ de couleur beige apporte une élégance douce et mate à votre chambre à coucher : un luxe discret, sans brillance.	https://www.maisondecocon.com/fr/products/tencel-twill-duvet-cover-beige?variant_sku=M11402202VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-01.jpg?v=1785853222	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-01.png?v=1785853147,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-02.jpg?v=1785853161,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-03.jpg?v=1785853192,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-04.jpg?v=1785853203,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-05.png?v=1785853214,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-02.jpg?v=1785853232,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-01.jpg?v=1785853262,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-02.jpg?v=1785853294	in_stock	139.95 EUR	Coco & Cici	new	8721184406250	M11402202VS	tencel-twill-duvet-cover-beige		Pre-order: 140x220 + 1 pillowcase 60x70 (available October 5)	100% Tencel™ Lyocell, Twill weave	std_10
M12602202VS	Housse de couette en twill Tencel™ - Beige	Plongez dans une literie qui respire avec vous. Notre housse de couette en sergé Tencel™ de couleur beige apporte une élégance douce et mate à votre chambre à coucher : un luxe discret, sans brillance.	https://www.maisondecocon.com/fr/products/tencel-twill-duvet-cover-beige?variant_sku=M12602202VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-01.jpg?v=1785853222	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-01.png?v=1785853147,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-02.jpg?v=1785853161,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-03.jpg?v=1785853192,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-04.jpg?v=1785853203,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-lifestyle-05.png?v=1785853214,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-styled-02.jpg?v=1785853232,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-01.jpg?v=1785853262,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-beige-texture-02.jpg?v=1785853294	in_stock	239.95 EUR	Coco & Cici	new	8721184405031	M12602202VS	tencel-twill-duvet-cover-beige		Pre-order: 260x220 + 2 pillowcases 60x70 (available October 5)	100% Tencel™ Lyocell, Twill weave	std_10
11402204VS	Housse de couette en Tencel™ satiné, couleur taupe	Réveillez-vous comme si vous étiez encore en vacances. Notre housse de couette en satin de Tencel™ couleur taupe apporte à votre chambre une douceur soyeuse et lumineuse, avec un éclat naturel qui s'adoucit magnifiquement au fil des utilisations.	https://www.maisondecocon.com/fr/products/tencel-sateen-duvet-cover-taupe?variant_sku=11402204VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-styled-01.jpg?v=1785853807	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-01.jpg?v=1785853815,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-02.jpg?v=1785853823,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-detail-01.jpg?v=1785853833,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-01.jpg?v=1785853845,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-02.jpg?v=1785853855	in_stock	159.95 EUR	Coco & Cici	new	8721184403617	11402204VS	tencel-sateen-duvet-cover-taupe		Pre-order: 140x220 + 1 pillowcase 60x70 (available October 5)	100% Tencel™ Lyocell, Sateen weave	std_10
12602204VS	Housse de couette en Tencel™ satiné, couleur taupe	Réveillez-vous comme si vous étiez encore en vacances. Notre housse de couette en satin de Tencel™ couleur taupe apporte à votre chambre une douceur soyeuse et lumineuse, avec un éclat naturel qui s'adoucit magnifiquement au fil des utilisations.	https://www.maisondecocon.com/fr/products/tencel-sateen-duvet-cover-taupe?variant_sku=12602204VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-styled-01.jpg?v=1785853807	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-01.jpg?v=1785853815,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-02.jpg?v=1785853823,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-detail-01.jpg?v=1785853833,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-01.jpg?v=1785853845,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-02.jpg?v=1785853855	in_stock	269.95 EUR	Coco & Cici	new	8721184402009	12602204VS	tencel-sateen-duvet-cover-taupe		Pre-order: 260x220 + 2 pillowcases 60x70 (available October 5)	100% Tencel™ Lyocell, Sateen weave	std_10
11402004VS	Housse de couette en Tencel™ satiné, couleur taupe	Réveillez-vous comme si vous étiez encore en vacances. Notre housse de couette en satin de Tencel™ couleur taupe apporte à votre chambre une douceur soyeuse et lumineuse, avec un éclat naturel qui s'adoucit magnifiquement au fil des utilisations.	https://www.maisondecocon.com/fr/products/tencel-sateen-duvet-cover-taupe?variant_sku=11402004VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-styled-01.jpg?v=1785853807	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-01.jpg?v=1785853815,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-02.jpg?v=1785853823,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-detail-01.jpg?v=1785853833,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-01.jpg?v=1785853845,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-02.jpg?v=1785853855	in_stock	159.95 EUR	Coco & Cici	new	6011403911927	11402004VS	tencel-sateen-duvet-cover-taupe		Pre-order: 140x200 + 1 pillowcase 60x70 (available October 5)	100% Tencel™ Lyocell, Sateen weave	std_10
12402204VS	Housse de couette en Tencel™ satiné, couleur taupe	Réveillez-vous comme si vous étiez encore en vacances. Notre housse de couette en satin de Tencel™ couleur taupe apporte à votre chambre une douceur soyeuse et lumineuse, avec un éclat naturel qui s'adoucit magnifiquement au fil des utilisations.	https://www.maisondecocon.com/fr/products/tencel-sateen-duvet-cover-taupe?variant_sku=12402204VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-styled-01.jpg?v=1785853807	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-01.jpg?v=1785853815,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-02.jpg?v=1785853823,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-detail-01.jpg?v=1785853833,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-01.jpg?v=1785853845,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-02.jpg?v=1785853855	in_stock	249.95 EUR	Coco & Cici	new	8721184403730	12402204VS	tencel-sateen-duvet-cover-taupe		Pre-order: 240x220 + 2 pillowcases 60x70 (available October 5)	100% Tencel™ Lyocell, Sateen weave	std_10
12002004	Housse de couette en Tencel™ satiné, couleur taupe	Réveillez-vous comme si vous étiez encore en vacances. Notre housse de couette en satin de Tencel™ couleur taupe apporte à votre chambre une douceur soyeuse et lumineuse, avec un éclat naturel qui s'adoucit magnifiquement au fil des utilisations.	https://www.maisondecocon.com/fr/products/tencel-sateen-duvet-cover-taupe?variant_sku=12002004	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-styled-01.jpg?v=1785853807	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-01.jpg?v=1785853815,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-02.jpg?v=1785853823,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-detail-01.jpg?v=1785853833,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-01.jpg?v=1785853845,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-02.jpg?v=1785853855	in_stock	229.95 EUR	Coco & Cici	new	6011404047083	12002004	tencel-sateen-duvet-cover-taupe		200x200 + 2 pillowcases 60x70	100% Tencel™ Lyocell, Sateen weave	std_10
12002204VS	Housse de couette en Tencel™ satiné, couleur taupe	Réveillez-vous comme si vous étiez encore en vacances. Notre housse de couette en satin de Tencel™ couleur taupe apporte à votre chambre une douceur soyeuse et lumineuse, avec un éclat naturel qui s'adoucit magnifiquement au fil des utilisations.	https://www.maisondecocon.com/fr/products/tencel-sateen-duvet-cover-taupe?variant_sku=12002204VS	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-styled-01.jpg?v=1785853807	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-01.jpg?v=1785853815,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-lifestyle-02.jpg?v=1785853823,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-detail-01.jpg?v=1785853833,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-01.jpg?v=1785853845,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-taupe-texture-02.jpg?v=1785853855	in_stock	229.95 EUR	Coco & Cici	new	8721184401989	12002204VS	tencel-sateen-duvet-cover-taupe		Pre-order: 200x220 + 2 pillowcases 60x70 (available October 5)	100% Tencel™ Lyocell, Sateen weave	std_10
M11402001	Housse de couette en sergé Tencel™ - Pêche	Plongez dans une literie qui respire avec vous. Notre housse de couette en sergé Tencel™ couleur pêche apporte une élégance douce et mate à votre chambre à coucher : un luxe discret, sans brillance.	https://www.maisondecocon.com/fr/products/tencel-twill-duvet-cover-peach?variant_sku=M11402001	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-styled-01.jpg?v=1785854821	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-lifestyle-01.jpg?v=1785854831,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-lifestyle-02.jpg?v=1785854842,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-lifestyle-03.jpg?v=1785854855,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-detail-01.jpg?v=1785854866,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-detail-02.jpg?v=1785854875,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-texture-01.jpg?v=1785854886,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-texture-02.jpg?v=1785854902	out_of_stock	129.95 EUR	Coco & Cici	new	6097757420476	M11402001	tencel-twill-duvet-cover-peach		Pre-order: 140x200 + 1 pillowcase 60x70 (available October 5)	100% Tencel™ Lyocell, Twill weave	std_10
M12002201	Housse de couette en sergé Tencel™ - Pêche	Plongez dans une literie qui respire avec vous. Notre housse de couette en sergé Tencel™ couleur pêche apporte une élégance douce et mate à votre chambre à coucher : un luxe discret, sans brillance.	https://www.maisondecocon.com/fr/products/tencel-twill-duvet-cover-peach?variant_sku=M12002201	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-styled-01.jpg?v=1785854821	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-lifestyle-01.jpg?v=1785854831,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-lifestyle-02.jpg?v=1785854842,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-lifestyle-03.jpg?v=1785854855,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-detail-01.jpg?v=1785854866,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-detail-02.jpg?v=1785854875,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-texture-01.jpg?v=1785854886,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-duvet-cover-peach-texture-02.jpg?v=1785854902	in_stock	189.95 EUR	Coco & Cici	new	6097756784746	M12002201	tencel-twill-duvet-cover-peach		200x220 + 2 pillowcases 60x70	100% Tencel™ Lyocell, Twill weave	std_10
